text,label,task
Steve tossed the wall with the ball.,0,eng
Steve tossed at the ball.,0,eng
The ball tossed.,0,eng
Baseballs toss easily.,0,eng
Steve pelted acorns at Anna.,0,eng
Steve pelted at Anna.,0,eng
Steve pelted at Anna with acorns.,0,eng
Steve pelted acorns against Anna.,0,eng
Steve pelted acorns to Anna.,0,eng
Steve pelted Anna acorns.,0,eng
Squirrels pelt easily with acorns.,0,eng
Paula hit the stick into the fence.,0,eng
Paula hit the sticks.,0,eng
The fence hit with a stick.,0,eng
The fence hit.,0,eng
The fence hits easily.,0,eng
Paula swatted the cloth on the fly.,0,eng
Paula swatted the cloth against the fly.,0,eng
Paula swatted the cloth through the fly.,0,eng
Paula swatted the cloth into the fly.,0,eng
The fly swatted.,0,eng
Flies swat easily.,0,eng
The cloth swatted the fly.,0,eng
Paula spanked her right hand against the naughty child.,0,eng
Paula spanked her right hand into the naughty child.,0,eng
Paula spanked her right hand through the naughty child.,0,eng
The naughty child spanked.,0,eng
Naughty children spank easily.,0,eng
Paula's right hand spanked the naughty child.,0,eng
The wall banged with the grocery cart.,0,eng
The old and new carts banged.,0,eng
Carrie touched the stick against the cat.,0,eng
Carrie touched the stick into the cat.,0,eng
Carrie touched the stick through.,0,eng
Carrie touched at the cat.,0,eng
That cat touches easily.,0,eng
The stick touched the fence.,0,eng
Carol carved at the stone.,0,eng
Carol carved the tree on the branch.,0,eng
The stone carved.,0,eng
Linda taped the wall with the picture.,0,eng
The child and her mother clung.,0,eng
The war clung the child to her mother.,0,eng
I separated the milk of the cream.,0,eng
I broke the twig and the branch.,0,eng
I detached the handle and the box.,0,eng
The handle detached from the box.,0,eng
That new handle detaches from the box easily.,0,eng
I differed this flyer from that flyer.,0,eng
The secretary transcribed the record with the speech.,0,eng
Donna fixed last night's leftovers into a sandwich.,0,eng
David constructed me a house.,0,eng
The house constructed.,0,eng
David constructed the mansion from bricks into a house.,0,eng
I shaped a loaf from the dough.,0,eng
I shaped a good loaf from this dough.,0,eng
This dough shapes a good loaf.,0,eng
I shaped the dough from a lump into a loaf.,0,eng
He turned from a prince.,0,eng
The song sang.,0,eng
Conflict engenders.,0,eng
The president appointed press secretary to Smith.,0,eng
The captain named Seafarer to the ship.,0,eng
The president declared Smith as press secretary.,0,eng
The president declared Smith to press secretary.,0,eng
The press conjectured Smith the appointee.,0,eng
Dina posed a lawyer.,0,eng
The Mona Lisa sees easily.,0,eng
We spotted that they were running.,0,eng
We spotted them run.,0,eng
Runaway cats spot easily.,0,eng
The children amused at the clown.,0,eng
Paintings admire easily.,0,eng
I admired him a teacher.,0,eng
Dorothy is needing new shoes.,0,eng
Dorothy needs the skills in her.,0,eng
Dorothy needs that dress a costume.,0,eng
Volunteers praise easily.,0,eng
The inspector analyzed the soundness in the building.,0,eng
I searched treasure in the cave.,0,eng
We rummaged the drawer for important documents.,0,eng
We rummaged important documents in the drawer.,0,eng
I hunted the woods for game.,0,eng
I hunted for game in the woods.,0,eng
Brenda haggled Molly.,0,eng
Brenda met.,0,eng
Ellen told a story at Helen.,0,eng
Ellen told for Helen to come.,0,eng
Susan whispered Rachel the news.,0,eng
Heather cabled the news at Sara.,0,eng
Ellen talked for Helen to come.,0,eng
Ellen talked Helen.,0,eng
Ellen conferred to Helen.,0,eng
Ellen conferred for Helen to come.,0,eng
Ellen and Helen conferred together.,0,eng
Ellen conferred Helen.,0,eng
Ellen said to Helen.,0,eng
Ellen warned to Helen.,0,eng
Ellen warned for Helen to come.,0,eng
Cynthia ate on the peach.,0,eng
Cynthia gobbled .,0,eng
Cynthia gobbled at the pizza .,0,eng
Cynthia gobbled on the pizza .,0,eng
Cynthia devoured .,0,eng
Cynthia devoured at the pizza .,0,eng
Cynthia devoured on the pizza .,0,eng
Cynthia lunched peaches.,0,eng
Cynthia lunched at peaches.,0,eng
Cynthia munched.,0,eng
Cynthia munched peaches.,0,eng
Cynthia munched at peaches.,0,eng
Teresa bottle fed soy milk.,0,eng
Paul yawned on Mary.,0,eng
Paul yawned at Mary.,0,eng
Paul breathed at Mary.,0,eng
Paul exhaled at Mary.,0,eng
Paul exhaled on Mary.,0,eng
Linda winked her nose.,0,eng
Linda winked his eye.,0,eng
Jennifer craned her arm.,0,eng
The heavy meal dozed Gloria.,0,eng
The shock flinched Sharon.,0,eng
The fear shivered Sharon.,0,eng
My eyes are itching my brother.,0,eng
My heart is pounding my brother.,0,eng
Tessa sprained Mary 's ankle.,0,eng
Hunger fainted Sharon.,0,eng
Marlene dressed her body.,0,eng
The horse groomed itself.,0,eng
Celia brushed herself.,0,eng
She always wore herself.,0,eng
She always wore herself in purple.,0,eng
She always wore.,0,eng
Her stepmother always clad her in black.,0,eng
She always clad herself in black.,0,eng
She always clad in black.,0,eng
Julius Caesar murdered.,0,eng
Innocent victims murder easily.,0,eng
Children poison easily.,0,eng
The director sparkled the lights.,0,eng
Kelly reeked the onions.,0,eng
I gushed the fountain.,0,eng
The city destroyed.,0,eng
Cities destroy easily.,0,eng
The Romans destroyed the city into ruins.,0,eng
The Romans destroyed ruins from the city.,0,eng
The Romans destroyed the city into a ruin.,0,eng
The Romans destroyed the city from a capital into a ruin.,0,eng
The builders destroyed at the warehouse.,0,eng
Tony broke the wall with the cup.,0,eng
Tony broke at the window.,0,eng
Tony broke herself on the ann.,0,eng
Tony bent the table with the rod.,0,eng
Tony bent at the rod.,0,eng
Tony bent Mary in the arm.,0,eng
Jennifer baked at the potatoes.,0,eng
Bill dried at the clothes.,0,eng
The line is drying with a lot of clothes.,0,eng
Bill is drying the line with a lot of clothes.,0,eng
On the line are drying a lot of clothes.,0,eng
On the line there are drying a lot of clothes.,0,eng
The sun bloomed the roses.,0,eng
The heat soared the temperature.,0,eng
There soared oil in price.,0,eng
In price soared oil.,0,eng
There lodged an old woman at Mrs. Parker's.,0,eng
At Mrs. Parker's lodged an old woman.,0,eng
These abandoned buildings lodged with squatters.,0,eng
The square remained with a crowd of people.,0,eng
The famous mathematician existed a solution to the problem.,0,eng
The farmers raged a fire over the fields.,0,eng
The magician echoed the music.,0,eng
An echoing voice rang out.,0,eng
Groceries are bulging in the bag.,0,eng
I had to bulge the bag with groceries.,0,eng
A solution immediately presented.,0,eng
To him presented itself a wonderful opportunity.,0,eng
The magician vanished a rabbit into thin air.,0,eng
The motorist happened the accident.,0,eng
The lecture squirmed Sylvia.,0,eng
There lay a dog in the comer.,0,eng
In the corner lay a dog.,0,eng
The collaborators escaped the convict.,0,eng
We abandoned from the area.,0,eng
The ball rolled the hill.,0,eng
The thief chased down the street.,0,eng
The thief chased.,0,eng
Rose accompanied.,0,eng
Phyllis lingered Sasha over lunch.,0,eng
Ten pounds was weighed by the package.,0,eng
I weighed the package ten pounds.,0,eng
The book valued at $200.,0,eng
The book valued $200.,0,eng
The phone company billed $10 to me.,0,eng
The phone company billed $10 as me.,0,eng
The assignment completed.,0,eng
Kicked the man the ball.,0,eng
Man the ball kicked the.,0,eng
The man a ball kicked.,0,eng
Kim lives in the house Lee sold it to her.,0,eng
Kim fond of Lee.,0,eng
The professor found some strong evidences of water on Mars.,0,eng
The evidence that John found was more helpful than the one that Smith found.,0,eng
"We had hoped to get three new equipments every month, but we only had enough money to get an equipment every two weeks.",0,eng
The equipment we bought last year was more expensive than the one we bought this year.,0,eng
much clue is needed.,0,eng
much tool is needed.,0,eng
much armchair is needed.,0,eng
much bags is needed.,0,eng
many evidence was provided.,0,eng
many equipment is available.,0,eng
The room contains many furniture.,0,eng
little clue could be found.,0,eng
the box contains little tool.,0,eng
John offers little suggestion.,0,eng
The room contains little armchair.,0,eng
few evidence was provided.,0,eng
few equipment is available.,0,eng
the room contains few furniture.,0,eng
John offers few advice.,0,eng
few information was provided.,0,eng
The recent strike by pilots have cost the country a great deal of money from tourism and so on.,0,eng
The average age at which people begin to need eyeglasses vary considerably.,0,eng
"Despite of his limited educational opportunities, Abraham Lincoln became one of the greatest intellectuals in the world.",0,eng
"A pastor was executed, notwithstanding on many applications in favor of him.",0,eng
He washed herself.,0,eng
He washed myself.,0,eng
He washed ourselves.,0,eng
Wash himself.,0,eng
They have no went.,0,eng
They have no old.,0,eng
They have no and.,0,eng
They can happy.,0,eng
They can down.,0,eng
They can door.,0,eng
They can very.,0,eng
They read the sing book.,0,eng
They read the under book.,0,eng
They read the every book.,0,eng
He treats John very kind.,0,eng
He treats John very shame.,0,eng
He walked right happy.,0,eng
He walked right the wall.,0,eng
My these jobs are in jeopardy.,0,eng
The his jobs are in jeopardy.,0,eng
I think that learning English to be not all that easy.,0,eng
I doubt if you to help me in understanding this.,0,eng
I am anxious for you should study English grammar hard.,0,eng
She thought it was likely that everyone to fit into the car.,0,eng
She thought it was easy for everyone would fit into the car.,0,eng
The umpire fell the deck off.,0,eng
The students looked the high stairs up from the floor.,0,eng
The students looked the high stairs up.,0,eng
The umpire called off it.,0,eng
The umpire fell it off.,0,eng
It was several young students in that the policeman met the park last night.,0,eng
It was in the park last night that the policeman met several young students.,0,eng
"John asked me to put the clothes in the cupboard, but I did so put the clothes in the suitcase.",0,eng
Mary waited for the bus and to go home.,0,eng
Lee went to the store and crazy.,0,eng
the whistle tune was beautiful.,0,eng
the easily student finished his homework.,0,eng
the my dog is a terrier.,0,eng
The monkey eager to leave the meeting.,0,eng
The men doctors of medicine.,0,eng
John sounded happily.,0,eng
John sounded the student.,0,eng
John sounded in the park.,0,eng
The monkeys seem want to leave the meeting.,0,eng
John seems know about the bananas.,0,eng
The squirrel is right angry.,0,eng
The squirrel ran straight quickly.,0,eng
The squirrel ran right quickly.,0,eng
The children were in their rooms or happily.,0,eng
John suddenly got the bus off.,0,eng
I am anxious for you should arrive on time.,0,eng
Could you turn off the fire and on the light?,0,eng
I know the truth and that you are innocent.,0,eng
Our neighbor take his children to school in his car.,0,eng
"The book, including all the chapters in the first section, are very interesting.",0,eng
The effectiveness of teaching and learning depend on several factors.,0,eng
The tornadoes that tear through this county every spring is more than just a nuisance.,0,eng
"The lady singing with a boy is a genius, isn't she?",0,eng
"With their teacher, the kids have arrived safely, hasn't he?",0,eng
Have in our class the kids arrived safely?,0,eng
The student is belonged to by this item.,0,eng
A good friend is remained to me.,0,eng
Chairman was elected Graham.,0,eng
The best writer was considered Andrew.,0,eng
John gave Tom a book a record.,0,eng
Today was visited by my uncle.,0,eng
That the march should go ahead and that it should be cancelled has been argued by different people at different times.,0,eng
To delay the march and to go ahead with it has been argued by different people at different times.,0,eng
There sang a man with a pipe.,0,eng
There dances a man with an umbrella.,0,eng
In the garden stand a statue.,0,eng
Among the guests were sitting my friend Louise.,0,eng
John put his gold.,0,eng
John put his gold safe.,0,eng
John put his gold to be under the bathtub.,0,eng
The king kept put his gold under the bathtub.,0,eng
The defendant denied.,0,eng
The teacher handed the student.,0,eng
They eager to leave the meeting.,0,eng
The senators certain that the president is telling a lie.,0,eng
The senators to be certain that the president is telling a lie.,0,eng
The senators be certain that the president is telling a lie.,0,eng
John stayed Kim behind the garage.,0,eng
John placed him busy.,0,eng
John stayed him busy.,0,eng
John placed behind the counter.,0,eng
John kept behind the counter.,0,eng
The UN blamed global warming on humans on natural causes.,0,eng
John deposited some money in the checking account and Mary did the same thing in the savings account.,0,eng
John gave a present to the student and Mary did the same thing to the teacher.,0,eng
John locked Fido in the garage and Mary did so in the room.,0,eng
John ate a carrot and Mary did so a radish.,0,eng
Kim depends at Sandy.,0,eng
John met in the park a student.,0,eng
The problem disappeared the accusation.,0,eng
The boy gave the book.,0,eng
Sketch by his students appeared in the magazine.,0,eng
The king of Rock and Roll is more popular than the one of country music.,0,eng
John put in the box.,0,eng
In the box put John the book.,0,eng
John disappeared Bill.,0,eng
John coughed the money.,0,eng
John carried to the door.,0,eng
Oliver ascribed his longevity there.,0,eng
Oliver mentioned Charles the problem.,0,eng
Oliver fined ten pounds to the prisoner.,0,eng
Oliver drove me a lunatic.,0,eng
Oliver addressed the king the letter.,0,eng
Kim put the book.,0,eng
Is putting the book in the box.,0,eng
Talked with Bill about the exam.,0,eng
They want to wrote to her.,0,eng
They want to are kind to her.,0,eng
The student knowing the answers.,0,eng
The student known the answers.,0,eng
The monkeys kept forgot their lines.,0,eng
The monkeys kept forgotten their lines.,0,eng
We caught them ate the bananas.,0,eng
We caught them eat the bananas.,0,eng
We caught them eaten the bananas.,0,eng
John made Mary to cook Korean food.,0,eng
John made Mary cooking Korean food.,0,eng
He seems intelligent to study medicine.,0,eng
Monkeys are eager leaving the compound.,0,eng
The chickens seem fond with the farmer.,0,eng
The foxes seem compatible for the chickens.,0,eng
These are similar with the bottles.,0,eng
The teacher is proud with his students.,0,eng
The contract is subject for approval by my committee.,0,eng
There runs a man in the park.,0,eng
There sings a man loudly.,0,eng
Tom tried for Bill to ask a question.,0,eng
Tom tends for Mary to avoid confrontations.,0,eng
Joe hoped for Beth to find a solution.,0,eng
She pinched that he feels pain.,0,eng
We hope the availability of such a vaccine in ten years.,0,eng
That John coughs loves Bill.,0,eng
That Tom missed the lecture was enjoyable.,0,eng
For John to remove the mother is undeniable.,0,eng
How much money Gordon spent is true.,0,eng
Alan is thinking about that his students are eager to learn English.,0,eng
Fred is counting on for Tom to make an announcement.,0,eng
Why don't you leaving me concentrate on my work?,0,eng
The general commended that all troops was in dress uniform.,0,eng
My morning routine features swim free styles slowly for one hour.,0,eng
You should avoid to travel in the rush hour.,0,eng
You should attempt answering every question.,0,eng
The authorities blamed Greenpeace with the bombing.,0,eng
The authorities charged the students of the cheating.,0,eng
Sharon has been eager finishing the book.,0,eng
We respect Mary's desire for becoming famous.,0,eng
John referred from the building.,0,eng
John died to heart disease.,0,eng
We were glad what to do.,0,eng
She was busy to make lunch.,0,eng
We made them are rude.,0,eng
Book is available in most countries.,0,eng
Student studies English for 4 hours a day.,0,eng
President Lincoln delivered her Gettysburg Address in 1863.,0,eng
"After reading the pamphlet, Judy threw them into the garbage can.",0,eng
The characters in Shakespeare's Twelfth Night lives in a world that has been turned upside-down.,0,eng
You are the only person that I can rely on.,0,eng
He are the only person that I can rely on.,0,eng
The boys swim.,0,eng
Five pounds are a lot of money.,0,eng
Two drops sanitize anything in your house.,0,eng
Fifteen dollars in a week are not much.,0,eng
Fifteen years represent a long period of his life.,0,eng
Two miles are as far as they can walk.,0,eng
She doesn't believe much story.,0,eng
We listened to as little speech as possible.,0,eng
How much fresco did the flood damage?,0,eng
I read some book.,0,eng
One people was dying of thirst.,0,eng
One of the story has appeared in your newspaper.,0,eng
It is an alive fish.,0,eng
They are afraid people.,0,eng
This objection is main.,0,eng
This fact is key.,0,eng
John in the doorway waved to his father.,0,eng
He in the doorway waved to his father.,0,eng
The committee has all now resigned.,0,eng
The crew has both agreed to change sponsor.,0,eng
Her family are all avid skiers.,0,eng
A variety of styles have been in vogue for the last year.,0,eng
The committee hasn't yet made up their mind.,0,eng
The committee haven't yet made up its mind.,0,eng
"That dog is so ferocious, it even tried to bite himself.",0,eng
I washed me.,0,eng
You washed myself.,0,eng
I washed yourself.,0,eng
Harry says that Sally dislikes himself.,0,eng
Sally wishes that everyone would praise herself.,0,eng
Sally believes that herself is brilliant.,0,eng
John to fix the computer.,0,eng
Seems John to fix the computer.,0,eng
It tries to be warm in September.,0,eng
It hopes to bother Kim that they resigned.,0,eng
There tries to be warm in September.,0,eng
There hopes to bother Kim that they resigned.,0,eng
It is eager to please Kim.,0,eng
John seems to be easy to fool Ben.,0,eng
John is likely to be kept on participants.,0,eng
There tried to be riots in Seoul.,0,eng
It tried to bother me that Chris lied.,0,eng
Tabs try to be kept on Bob by the FBI.,0,eng
That he is clever is eager to be obvious.,0,eng
Stephen persuaded it to be easy to please Kim.,0,eng
Stephen persuaded there to be a fountain in the park.,0,eng
Stephen persuaded the cat to be out of the bag.,0,eng
It seemed to be intelligent.,0,eng
It tried to be intelligent.,0,eng
There tried to be intelligent.,0,eng
It tried to rain.,0,eng
There tried to be a fountain in the park.,0,eng
It seems to be a fountain in the park.,0,eng
John seems to be a fountain in the park.,0,eng
We believed it to be a fountain in the park.,0,eng
There tries to leave the country.,0,eng
We believed it to try to leave the country.,0,eng
We believed there to try to leave the country.,0,eng
They persuaded it to rain.,0,eng
They promised it to rain.,0,eng
Under the bed wants to be a fun place to hide.,0,eng
John seems to rain.,0,eng
John is likely to appear that he will win the game.,0,eng
Beth tried for Bill to ask a question.,0,eng
He believed there to be likely that he won the game.,0,eng
It is likely to seem to be arrogant.,0,eng
Sandy appears that Kim is happy.,0,eng
Dana would be unlikely for Pat to be called upon.,0,eng
Robin is nothing in the box.,0,eng
It said that Kim was happy.,0,eng
There preferred for Sandy to get the job.,0,eng
There are only one chemical substance involved in nerve transmission.,0,eng
There is more chemical substances involved in nerve transmission.,0,eng
There is believed to be a sheep in the park.,0,eng
There are likely to be no student absent.,0,eng
We expect the dentist to examine ourselves.,0,eng
We persuaded the dentist to examine ourselves.,0,eng
We persuaded them to examine them.,0,eng
Tom kicked not a ball.,0,eng
Left Tom the party already?,0,eng
John leftn't the party early.,0,eng
"If anybody keeps spoiling the children, John keeps.",0,eng
"You didn't leave, left you?",0,eng
She believed never his story.,0,eng
Our team played all well.,0,eng
The house is been remodelling.,0,eng
Margaret has had already left.,0,eng
He has will seeing his children.,0,eng
He has been must being interrogated by the police at that very moment.,0,eng
Mary not avoided Bill.,0,eng
There hopes to finish the project.,0,eng
The bus hopes to be here at five.,0,eng
I hope to can study in France.,0,eng
John stopped can to sign in tune.,0,eng
John stopped canning to sign in tune.,0,eng
John wills leave the party early.,0,eng
John can kicked the ball.,0,eng
John can kicking the ball.,0,eng
John can to kick the ball.,0,eng
John will kicked the ball.,0,eng
John will to kick the ball.,0,eng
Kim must bakes a cake.,0,eng
Kim must baked a cake.,0,eng
Kim must will bake a cake.,0,eng
It may exist a man in the park.,0,eng
It is vital that we will study everyday.,0,eng
Americans have paying income tax ever since 1913.,0,eng
George has went to America.,0,eng
They expected us to do leave him.,0,eng
They expected us to should leave him.,0,eng
I found myself doing need sleep.,0,eng
He does be leaving.,0,eng
He does have been eating.,0,eng
They will do come.,0,eng
John may rain.,0,eng
John did not rain.,0,eng
He might do leave.,0,eng
He does can leave here.,0,eng
He does may leave here.,0,eng
Jim does have supported the theory.,0,eng
The proposal did be endorsed by Clinton.,0,eng
I do not have sung.,0,eng
I do not be happy.,0,eng
John believed Kim to do not leave here.,0,eng
John believed Kim to leaving here.,0,eng
John did not leaving here.,0,eng
John expect to must leave.,0,eng
John did not may leave.,0,eng
Speaking not English is a disadvantage.,0,eng
Lee likes not Kim.,0,eng
Lee is believed to like not Kim.,0,eng
Lee not left.,0,eng
John not left the town.,0,eng
John not could leave the town.,0,eng
"Mary sang a song, but Lee did never.",0,eng
"The president could not approve the bill, could he?",0,eng
Better you not drink.,0,eng
"They can't do it, can't they?",0,eng
"They can't do it, can he?",0,eng
"Kim considered joining the navy, but I never considered.",0,eng
"Kim wanted to go and Sandy wanted, too.",0,eng
"Mary sang a song, but Lee could never.",0,eng
Ann may spending her vacation in Italy.,0,eng
Ann may spends her vacation in Italy.,0,eng
Ann may spent her vacation in Italy.,0,eng
It has raining every day for the last week.,0,eng
It has rains every day for the last week.,0,eng
It has rain every day for the last week.,0,eng
Tagalog is speak in the Philippines.,0,eng
Tagalog is speaks in the Philippines.,0,eng
Tagalog is spoke in the Philippines.,0,eng
The roof is leaked.,0,eng
The roof is leaks.,0,eng
George is having lived in Toledo for thirty years.,0,eng
The house is been remodeling.,0,eng
A medal was been given to the mayor by the sewer commissioner.,0,eng
Does John have gone to the library?,0,eng
"John seems fond of ice cream, and Bill seems, too.",0,eng
Sam may have been being interrogating by the FBI.,0,eng
Sam may be had been interrogating by the FBI.,0,eng
"He had hardly collected the papers on his desk, hadn't he?",0,eng
"He never achieved anything, didn't he?",0,eng
"As a statesman, scarcely he could do anything worth mentioning.",0,eng
Any zebras can't fly.,0,eng
Anything hasn't happened to his optimism.,0,eng
Any of the citizens hardly ever say anything.,0,eng
John has taken to the library.,0,eng
John has chosen for the position.,0,eng
The guide has been taken John to the library.,0,eng
The department has been chosen John for the position.,0,eng
Pat handed to Chris.,0,eng
Pat handed a book.,0,eng
A book was handed by Pat.,0,eng
A book was handed.,0,eng
They believe Stephen to be easy to annoy Ben.,0,eng
Stephen is believed to be easy to annoy Ben.,0,eng
Kim is resembled by the model in nearly every detail.,0,eng
You are not fitted by the coat.,0,eng
My mother bore me in 1970.,0,eng
Everyone rumored that he was on his way out.,0,eng
They said him to be rich.,0,eng
They reputed him to be a good scholar.,0,eng
The capital was gathered near by a crowd of people.,0,eng
The hot sun was played under by the children.,0,eng
Everything was paid twice for.,0,eng
Your books were gone most thoroughly over.,0,eng
He is looked generally on as selfish.,0,eng
Pavarotti relied on Loren and Bond Hepburn.,0,eng
Loren was relied on by Pavarotti and Hepburn on by Bond.,0,eng
New York was slept in.,0,eng
The lake was camped beside by my sister.,0,eng
Six inches were grown by the boy.,0,eng
A mile to work was run by him.,0,eng
San Francisco has been lived in by my brother.,0,eng
Seoul was slept in by the businessman last night.,0,eng
The lesson got read by a priest.,0,eng
The letter got written by a poet.,0,eng
Tom got understood to have asked for a refund.,0,eng
Mary got heard to insult her parents.,0,eng
Which man did you talk?,0,eng
To which man did you talk to?,0,eng
Who did Kim work for and Sandy rely?,0,eng
Who did Kim work for and Sandy rely on Mary?,0,eng
You can rely on that he will help you.,0,eng
We talked about that he was sick for days.,0,eng
Who did you see and a picture of?,0,eng
Who do you believe that invited Sara?,0,eng
Who do you think that would be nominated for the position?,0,eng
Tom denied which book he had been reading.,0,eng
Tom claimed how much money she had spent.,0,eng
John inquired that he should read it.,0,eng
Peter will decide that we should review the book.,0,eng
Kim has wondered that Gary stayed in the room.,0,eng
Kim asked me that the monkeys are very fond of chocolates.,0,eng
John knows whose book Mary bought and Tom talked.,0,eng
I am not certain about if he will come.,0,eng
I am not certain about if he will go or not.,0,eng
I don't know if to agree with him.,0,eng
I don't know that to agree with him or not.,0,eng
Fred knows which politician for Karen to vote for.,0,eng
Fred knows which politician for her to vote for.,0,eng
Karen asked where for Jerry to put the chairs.,0,eng
Karen asked where for him to put the chairs.,0,eng
I wonder if on which shelve John will put the book.,0,eng
I wonder what city that Romans destroyed.,0,eng
John was wondering to whom he was referring to.,0,eng
Who do you think that has given the tickets to Bill?,0,eng
What city will Fred say that Mary thinks that John lives?,0,eng
On whom does Dana believe Chris knows Sandy trusts?,0,eng
The politician denied how the opponent was poisoned.,0,eng
Fred knows which book for the children to read during the summer vacation.,0,eng
This needs mending the shoe.,0,eng
He mended.,0,eng
This needs investigating the problem.,0,eng
They investigated.,0,eng
Pictures of whom appeared in the newspaper?,0,eng
the paper to finish by tomorrow is too long.,0,eng
the person stand on my foot is heavy.,0,eng
the person stood on my foot is heavy.,0,eng
The student met the senator John met Bill.,0,eng
The student met the senator that John met Bill.,0,eng
The student met the senator for John to meet Bill.,0,eng
Jack is the person whom Jenny fell in love.,0,eng
The student met John came.,0,eng
The problem intrigued us bothered me.,0,eng
Every essay she's written and which I've read is on that pile.,0,eng
Every essay she's written and that I've read is on that pile.,0,eng
the student that's turn it was left.,0,eng
the pencil with that he is writing broke.,0,eng
a pencil with that to write broke.,0,eng
The people in who we placed our trust left.,0,eng
The person with who we were talking left.,0,eng
Karen asked where for Washington to put the chairs.,0,eng
I met John who grows peaches.,0,eng
I met her who grows peaches.,0,eng
"Every student, who attended the party, had a good time.",0,eng
"No student, who scored 80 or more in the exam, was ever failed.",0,eng
"The contestant, who is the judge's brother-in-law, who won the first prize sang dreadfully.",0,eng
Who did he believe the claim that he had never met?,0,eng
Which celebrity did he mention the fact that he had run into?,0,eng
"The knife, that he threw into the sea had a gold handle.",0,eng
What did Bill cook and wash the dishes?,0,eng
What did Bill cook supper and wash?,0,eng
What did he refute the proof that you cannot square?,0,eng
Which professor did they meet someone who knows?,0,eng
Who is that he has met extremely unlikely?,0,eng
What did John wonder who would win?,0,eng
Which rebel leader did you hear Cheney's rumor that the CIA assassinated?,0,eng
What did Herb start to play only after he drank?,0,eng
Who did Herb believe the claim that cheated?,0,eng
What was that the Vikings ate a real surprise to you?,0,eng
What did you meet someone who understands?,0,eng
To please John is eager.,0,eng
It is eager to please John.,0,eng
To please John is ready.,0,eng
It is ready to please John.,0,eng
This doll is hard to see it.,0,eng
The child is impossible to teach him.,0,eng
The problem is easy to solve the question.,0,eng
John is eager to examine.,0,eng
John is eager to find.,0,eng
Kim is eager to recommend.,0,eng
I believe that the problem is not easy to be obvious.,0,eng
Surprised me that you came early.,0,eng
I made to settle the matter my objective.,0,eng
I owe that the jury acquitted me to you.,0,eng
I believe that the world is round strongly.,0,eng
It was to finish the homework that John tried.,0,eng
It is that Bill is honest that John believes.,0,eng
Wear it like that is what you do.,0,eng
They caught her without a license is what happened.,0,eng
That you have done it really well is what I meant.,0,eng
It is order one first that you should do first.,0,eng
Order one first is what you should do.,0,eng
When I read them and enjoyed them was not until I was perhaps twenty-five.,0,eng
Not until I was perhaps twenty-five was when I read them and enjoyed them.,0,eng
That gets you so involved is the writer.,0,eng
The writer is that gets you so involved.,0,eng
On which I consulted with the chairman of the Select Committee was this matter.,0,eng
This matter was on which I consulted with the chairman of the Select Committee.,0,eng
Lee wants to meet who Kim hired.,0,eng
Lee solved the puzzle how Kim solved it.,0,eng
Which book he read the book was that one.,0,eng
To whom I gave the cake is John.,0,eng
That brought the letter is Bill.,0,eng
John that we are looking for showed up.,0,eng
It is Kim on whom that Sandy relies.,0,eng
It is Kim on whom Sandy relies on.,0,eng
It is Kim whom Sandy relies.,0,eng
To whom do you think it is the book that Mary gave?,0,eng
It is on Kim on whom Sandy relies.,0,eng
I have any potatoes.,0,eng
At least three girls saw anything.,0,eng
Some girl who saw anything was happy.,0,eng
I don't have almost any potatoes.,0,eng
Every boy has any potatoes.,0,eng
It's not the case that every boy has any potatoes.,0,eng
Even Sue said anything.,0,eng
Each candidate who has any interest in semantics will be admit ted to the department.,0,eng
I'm glad that I ever met him.,0,eng
I'm sure that I ever met him.,0,eng
I'm glad I saw anybody.,0,eng
I'm sure we got any tickets!,0,eng
"It isn't because Sue said anything bad about me that I'm angry, although she did say some bad things about me.",0,eng
Almost an owl hunts mice.,0,eng
Absolutely an owl hunts mice.,0,eng
Would each the men have been working?,0,eng
Would not the men enjoy that?,0,eng
The men would all not have been working.,0,eng
John believes that Fred likes steak that Joe likes pizza.,0,eng
That he was hungry was whined by John.,0,eng
It proves that John is the murderer that he has blood on his hands.,0,eng
John is believed to be certain by everyone that Fred is crazy.,0,eng
How easy to please John is it?,0,eng
How difficult to study for the exam was it?,0,eng
How hard to read the book was it?,0,eng
How easy to tease John it is!,0,eng
How hard to read the book it was!,0,eng
To whom the book did you give.,0,eng
The book to whom did you give.,0,eng
"He's a man to whom as for liberty, we could never grant it.",0,eng
"He's a man to whom liberty, we could never grant it.",0,eng
John ate after getting home the steak.,0,eng
I considered Fred after the party crazy.,0,eng
1 put the book after the party on the table.,0,eng
I worded the telegram after the party tersely.,0,eng
"Because she's so pleasant, Mary I really like her.",0,eng
"Handsome though I believe the claim that Tom is, I still won't date him.",0,eng
"Handsome though they told me that Tom is, I still won't date him.",0,eng
"Handsome though my friends suggested that Mary thinks that Tom is, I still won't date him.",0,eng
"Will, after John comes home, Sally take a shower?",0,eng
I would prefer that he have not finished.,0,eng
"Those people will, after the party, not come home.",0,eng
Jack eats more caviar than he sleeps.,0,eng
I am angrier than sad.,0,eng
Mary is more than five feet short.,0,eng
They think she is too much happy.,0,eng
Mary speaks so much gently.,0,eng
A tangerine isn't as much different from an orange as I'd thought.,0,eng
John is as much intelligent as Mary.,0,eng
Sally eats pretty often the stuff.,0,eng
Sally eats more the stuff.,0,eng
Susan doesn't eat enough her vegetables.,0,eng
