text,label
His touchdown with 8 seconds remaining in the game helped Snider end New Palestine's 28-game win streak and capped the championship.,palestine
"Demonstration a part of International Campus Day for Palestine Members of Students for Justice in Palestine (SJP), along with members of Jewish Students for Peace and Davis Stands with Ferguson, held a demonstration on Oct. 14 at the UC Davis Quad for International Campus Day for Palestine. The date commemorates the anniversary of the 1953 […] ",palestine
"Singapore's economy expanded slightly in the third quarter, narrowly avoiding recession after shrinking in the previous three months, preliminary figures showed Wednesday. Separately, the Monetary Authority ",economy
"By Jemima Kelly LONDON (Reuters) - Microsoft launched a cloud-based blockchain platform on Tuesday with Brooklyn-based start-up ConsensYs, which will allow financial institutions to experiment cheaply and easily with the technology underpinning bitcoin. The financial industry is increasingly investing in the technology, betting it will reduce costs and increase efficiency. Blockchain technology ",microsoft
"The liberal Zionist Peter Beinart last night attributed the violence in Israel and Palestine to Israel's """"""moral darkness."""""" Speaking at Beth Chayim",palestine
President Barack Obama on Wednesday slammed US &quot;hysteria&quot; about the security threat posed by Syrian refugees as Republicans sought to freeze a program to resettle them in the wake of the Paris attacks. ,obama
"President Obama speaks with a young girl as he tours the Dignity for Children Foundation in Kuala Lumpur, Malaysia, on Saturday. The girl",obama
"She might have also added Afghanistan. Obama's former Defense Secretary Leon Panetta is also criticizing the president's hands-off approach,",obama
"Iran's supreme leader said on Wednesday that Iran would support the Palestinian uprising against Israel &quot;in any way we can&quot;, and rejected U.S",palestine
The Senate has passed a defense spending bill that bans moving Guantanamo Bay detainees to the United States. This throws a wrench in,economy
"Welcome to Palestine Today, a service of the International Middle East Media Center, www.imemc.org, for Wednesday, November 11, 2015.",palestine
"JORDAN VALLEY, November 30, 2015 (WAFA) """""" Israeli troops Monday confiscated Palestinian-owned residential tents and water pumps in al-Hadidiya and",palestine
"Meanwhile, Microsoft said revenue from its Azure cloud service more Overall, Microsoft reported a quarterly profit of $4.62 billion, or 57 cents",microsoft
"It all depends on what the Fed thinks about the real economy, and whether to normal sooner means getting the real economy back to healthy,",economy
"ISIS might be the &quot;face of evil,&quot; but President Barack Obama is determined that it will not deprive him of his chosen place in history. ",obama
"But Microsoft has one last, grand plan up its sleeve, something it sort of started with Windows 8: a unified platform for all devices. This is a huge,",microsoft
Microsoft Cortana — the virtual assistant that picks the outright winner of every game ,microsoft
"As it metastasized, Obama yawned, calling it the &quot;JV team.&quot; When Syrian President Bashar al-Assad violated Obama's &quot;red line,&quot; Mr. Obama",obama
"While Microsoft may be looked at as the enemy of open source, it actually does contribute to the cause. In fact, I am comfortable saying that the company embraces open source; although closed source ideology will always be its &quot;bread and butter&quot;. Today, the Windows-maker announces that it is making yet another one of its projects open source. The Distributed Machine Learning Toolkit seems quite ",microsoft
"Windows is under assault like it's never been before, and Microsoft just missed a crucial chance to use its sweeping Windows 10-powered New",microsoft
Trump would 'really like to do' an Israel/Palestine peace deal The two-state solution envisions an independent Palestinian state alongside,palestine
CBS 19 Evening News Anchor Gillian Sheridan will be the featured guest for the Palestine School of Business 2015-2016 Speaker Series at,palestine
"So for the sake of this opinion piece, I'll call Microsoft's agreement with Google a &quot;relationship,&quot; far removed from best friends forever.",microsoft
"During PM Modi's Silicon Valley visit last month, Microsoft's Satya Nadella had outlined his company's elaborate plans to set up wifi hotspots",microsoft
The latest annual report of the Securities and Exchange Commission of Pakistan (SECP) shows some interesting trends in the economy. ,economy
Medvedev stated it was because Mr. Obama was more focused on his ouster of Syrian President Bashar al-Assad while ignoring the growth,obama
(Photo: YouTube - Palestine Solidarity Committee) were involved in an altercation with Palestine protesters recently on the UT campus.,palestine
Obama Awaits Details of Internal Intelligence Probe ,obama
"Prime Minister Narendra Modi hopes that talks between Israel and the Palestinian Authority will resume soon, leading to a comprehensive peace process and an amicable resolution of the conflict. ",palestine
"Jason Hernandez, the first Latino to be granted clemency by President Barack Obama, made his way to the nation's capital a year after leaving",obama
The North Bay economy is taking a beating with three of its major employers now wrestling with labour disputes or layoffs. The latest blow came,economy
"Microsoft finally brought its Hyperlapse Pro time-lapse video app to Mac OS X, just as Mac users requested. Hyperlapse Pro for Mac brings the",microsoft
"Third-quarter figures to be released on on Friday, Nov 13, 2015 are set to show consumers are largely behind the 0.4 percent economic growth",economy
Official government statistics released in Moscow on November 12 show that Russia's economy shrank by 4.1 percent during the third quarter,economy
"NET team at Microsoft, to get more details. InfoQ: What are the motivations behind the ASP.NET WebHooks project? There are really two",microsoft
"Microsoft quietly released a new short cartoon today, discussing the science behind its ",microsoft
Activist investor ValueAct Holdings said it sold about 25 percent of its stake in Microsoft after an increase in the stock caused its portfolio to be,microsoft
Kota Kinabalu: The biochemical sector is the biggest potential in bio-economy for Sabah to go forward and complement the government's mission to be a high income developed nation by 2020. ,economy
"""""""My favorite character is probably""""""the dwarf, what's his name?"""""" Obama said in the GQ interview. """"""The problem with Game of Thrones""""""is that I",obama
"President Barack Obama sharply criticized Republicans Wednesday for suggesting that Syrian refugees coming to the United States posed a security threat, blasting some GOP suggestions as &quot;offensive&quot; and mocking what he said was a fear of &quot;widows and o ",obama
"Microsoft said it would offer European customers the option of storing their cloud data in Germany, addressing concerns about the security of U.S. data centers following reports of surveillance by intelligence agencies. ",microsoft
"The story brings to mind what I wrote in this post on the Microsoft case: If I'm reading the Magistrate Judge's opinion correctly, you're always",microsoft
"The Coldspring-Oakhurst Lady Trojans fell to the Palestine Lady Cats on the Trojans' home court, Dec. 1, by 60-53, but the Lady Trojans kept",palestine
"UNITED NATIONS: Prime Minister Narendra Modi hopes that talks between Israel and the Palestinian Authority will resume soon, leading to a",palestine
"Microsoft has moved to dispel European mistrust of U.S.-operated cloud services by announcing a plan to offer cloud services, including Azure,",microsoft
"THE THAI economy and the information technology sector will benefit from the awarding of new 4G telecom licences as early as next year as the bid winners will quickly implement their investment plans, according to Supant Mongkolsuthree, chairman of Federation of Thai Industries. ",economy
"The PBO slashed in half its forecast for Canada's economy for 2015, and now expects the economy to grow a meagre 1.1 per cent this year,",economy
" on Tuesday is relatively cold, cloudy and rainy as temperatures further drop, according to the Palestinian Meteorological Department.",palestine
"Palestine Solidarity Campaign (PSC), whose patrons also include the Oscar winning actress Julie Christie and the playwright Caryl Churchill,",palestine
"In the wake of the Paris attacks, President Obama said Monday he will stick with the current U.S. strategy against ISIS. Speaking at the G20 summit in Turkey, Obama reiterated that the goal is to “degrade and destroy” the terrorist group. “Even as we grieve with our French friends … we can’t lose sight that… ",obama
"US President Barack Obama on Wednesday demanded China end artificial island building in the hotly contested South China Sea, upping the pressure on Beijing at a regional leaders’ summit. The annual Asia-Pacific Economic Co-operation (APEC) gathering is meant to forge … Read more » ",obama
"The Israeli move comes amidst escalating tension in occupied Palestine, and a large number of videos, including those showing Israeli soldiers",palestine
TOKYO (Reuters) - Confidence among Japanese manufacturers fell in November for a third straight month to levels unseen in about 2-1/2,economy
Microsoft now appears to have Apple in its sights in what demonstrates a more focused advertising strategy. ,microsoft
"Israeli commentators Yaron Friedman of Ynet News and Haviv Rettig Gur, of the Times of Israel are clueless about the driving force behind the",palestine
"Learn about the different business models that have propelled Apple, Google and Microsoft to be the most valuable companies in the world. ",microsoft
"Growth in the 19-nation eurozone slowed to 0.3 percent in the third quarter, official data showed on Friday, with the economy in powerhouse Germany cooling as France returned to expansion. The quarterly growth was below the analyst estimate of 0.4 percent for the period and will fuel speculation the European Central Bank will expand its vast stimulus programme next month. The Eurostat agency ",economy
"According to the Times of Israel, Shwartz and a Palestinian man were declared dead at the scene in the incident that killed three total and",palestine
"Barack Obama has spent the last seven years making good on his promise to """"""fundamentally transform"""""" our nation. The problem is that the",obama
"Finland is used to cold, dark winters, and the experience could stand it in good stead as the Nordic country's bitter economic cold snap shows",economy
Economists believe economic growth has been much stronger since the middle of this year after a weak June quarter. A survey of economists,economy
Microsoft is expected to begin rolling out the NXOE beginning today to Xbox One owners. And while many elements of the Xbox Experience,microsoft
Economists are awaiting Thursday's Job Openings and Labor Turnover Survey to see if the rate of people quitting their jobs for something,economy
"Findings from The Design Economy Report, a new study conducted by the UK's Design Council. All images and graphics via the Design Council. Researchers and urban planners constantly promote the creative economy as a valuable catalyst for community development ",economy
"Here's what's inside Microsoft's $3,000 HoloLens developer kits, which start shipping on March 30. ",microsoft
President Barack Obama is doubling down on his strategy to combat Islamic State in the face of rising calls from domestic allies and critics alike for a more aggressive campaign against the extremist group. ,obama
"Many Microsoft fans queued excitedly for hours to get a first look in the new Sydney store, which is the first to open outside of North America. ",microsoft
Microsoft really wants you to use OneNote. The OneNote app for Android now has a button that hovers over your screen and is a lot like,microsoft
Microsoft may soon be one of the first cloud-computing companies in the United States to let Europeans store their online data closer to home. ,microsoft
"You're probably used to logging in to your Windows computer with a password. However, if you're using a Microsoft account to log in to",microsoft
An activist holds a placard during a protest rally in observance of the International Day of Solidarity with the Palestinian People in front of the,palestine
"The warning signs around global economic growth are growing, with Moody's, the influential ratings agency, adding its voice to a clamor of",economy
"Indonesia’s economy grew less than analysts estimated last quarter, underscoring the challenge for the government as it seeks to accelerate spending and bolster growth. ",economy
"Microsoft just announced a bunch of updates to Project Oxford, a set of online services that help developers build more intelligent apps with complicated features",microsoft
"President Barack Obama's hard road to fill a vacancy on the Supreme Court faces a pivotal week. Interest groups on the right and left are ramping up for a protracted fight, and the President will sit down with his Republican adversaries who have vowe ",obama
Microsoft CEO Satya Nadella was in Mumbai to give a keynote at the inaugural edition of 'Future Unleashed: Accelerating India' event which is,microsoft
"When Microsoft released the Surface Pro 4 and Surface Book devices on October 20, there were a lot of complaints. While the Surface Pro 4 had some bugs, such as screen flickering problems caused by a faulty display driver, some considered the Surface Book practically unusable. Just days after the release of the Surface Book, Read more » Microsoft Fixes Most Surface Book And Surface Pro 4 Bugs ",microsoft
New information has been released about a robbery seen from Dallas to Arkansas.  New footage from Palestine’s prosperity Bank shows a large forklift ripping out the ATM from a drive-thru lane.  ,palestine
"IDF forces raid the highly popular Al Hurriya radio station in Hebron overnight, issuing a six-month closure order for the station, which according",palestine
"Nearly every night for the past four years, Vincent Wu has been tuning into a video-streaming site called YY.com that hosts live performances of",economy
"11, Republican presidential candidate Jeb Bush told a very detailed and specific story to underscore Democratic President Barack Obama's",obama
"Microsoft's New Xbox One Experience is coming to gamers on Nov. 12, with one of the more anticipated additions to the gaming console being",microsoft
"In July 2014, Microsoft CEO Satya Nadella announced the company would be &quot;streamlining&quot; operations with the news that 18,000 jobs would",microsoft
"Jessie J brought her razor sharp new hairstyle to the Microsoft store opening in Sydney last night. The British pop queen, who jetted in to",microsoft
The eurozone's economy lost steam in the latest quarter as Portugal to inject further funds into the eurozone economy to maintain recovery.,economy
"Michael J. Uccellini, president at CEO of Troy-based United Group of Companies and president of Chapter 93 of the Institute of Real Estate",economy
onenote-audio-ios.png (Image: Microsoft) Microsoft software helps make my Apple iPhone 6s Plus a great business phone. One of the key apps,microsoft
"Analysis: Israel and Palestine have come to an agreement on building a 3G mobile network, in what may be part of a peace quartet initiative. ",palestine
UBS U.S. equities and derivatives strategist Julian Emanuel and BlackRock global chief investment strategist Russ Koesterich discuss the,economy
Palestinian President Mahmoud Abbas could not have anticipated how quickly his threats to end cooperation with Israel would be tested after,palestine
"The Surface Book includes Microsoft's latest version of the Surface Pen, while Apple will sell its &quot;Pencil&quot; separately.",microsoft
"Israel's economy minister, who has been holding up a government plan that fast-tracks the development of huge natural gas deposits offshore Israel, will step down on Sunday in a move likely to give the industry a major boost. Prime Minister Benjamin Netanyahu now becomes the Minister of Economy and he said he will approve a deal reached in August with Texas-based Noble Energy and Israel's Delek ",economy
Read the letter from two former Secretaries of the Department of Homeland Security on welcoming refugees while ensuring the safety of,obama
"As part of its massive November update cycle, Microsoft on Thursday pushed a smorgasbord of new features to its OneNote notetaking",microsoft
"For much of the past seven years, President Obama has labored to move the United States off a war footing abroad and keep the threat of",obama
"RAMALLAH, West Bank """""" The Palestinian people were divided following President Mahmoud Abbas' speech at the United Nations General",palestine
"The Palestine Red Crescent Society acted with impartiality and professionalism in the case of the terror attack on a family driving in the West Bank that left two dead, its parent organization said. ",palestine
The Palestinian movement has reached a strategic impasse. Finding a way out requires coming to terms with the lessons of the last four,palestine
"He said the Chinese economy will only be sustainable once it is &quot;clean&quot; and &quot;transparent,&quot; and the next five to 15 years will be good times for",economy
US president Barack Obama explained same-sex marriage law to young leaders from Southeast Asia at a town hall session in Kuala Lumpur,obama
"A lot of analysts distrust Chinese economic data. China ease, and U.S. consumer spending helps the U.S. economy """""" and China's as well.",economy
"Although Microsoft is making great strides in unifying its console and PC platforms into a single ecosystem, not everyone is especially happy about the push to use the Windows Store to sell games. In particular, the way the games launch through the Store, rather than the .exe file, and the lack of V-sync, has irked customers. Fortunately Microsoft has now pledged to fix that issue, with the head ",microsoft
"Sen. Ted Cruz (R-TX) addressed President Obama directly while speaking to reporters Wednesday, telling him to &quot;come back and insult me to",obama
"Activity in China's manufacturing sector unexpectedly contracted in October for a third straight month, an official survey showed on Sunday, fuelling fears the economy may still be losing momentum in the fourth quarter despite a raft of stimulus measures. Adding to those concerns, China's services sector, which has been one of the few bright spots in the economy, also showed signs of cooling ",economy
President Obama on Tuesday vowed to work even more with allies like France to prevent further terrorist attacks from groups like the Islamic,obama
"Hongkong and Shanghai Banking Corp., one of the world’s largest banks, said Wednesday the Philippines will continue to outperform other Asian countries, with a gross domestic product growth of 5.5 percent this year. ",economy
Microsoft has become the latest and almost certainly th […] ,microsoft
A new trojan discovered by Palo Alto Networks uses security software installed on the user's computer to side-load DLLs needed to install itself.,microsoft
"Shaaban saluted Palestinian martyrs, struggling valiantly for War on Palestine is part of the plot against Syria, he stressed, ISIS and other",palestine
The Tennessee Colony Volunteer Fire Department is manning the road blocks for the Anderson County Sheriff's Office's crime scene of a,palestine
"CALGARY """""" The leader of one of the largest union groups in North America called U.S. President Barack Obama a """"""hypocrite"""""" for rejecting the",obama
"They told her about the Microsoft Software &amp; Systems Academy (MSSA), an intensive 16-week IT training program for soldiers leaving active",microsoft
The latest news from the U.N. climate conference that began Monday in Paris. All times local: ,palestine
"Like improvements to the Utah Jazz, Utah’s threshold economy has taken a lot of work and still requires fine-tuning ",economy
"President Obama reiterated his case Monday for his strategy against Islamic State and flatly rejected the idea that the U.S. should take dramatic new actions in the wake of the Paris attacks just to “look tough.” Speaking to reporters at the end of a global summit here, Obama dismissed calls that ",obama
WND RADIO. Christian army begs Obama for help crushing ISIS. 'We can face them without any fear. We can fight them if we have support'.,obama
"The Minnesota chapter of Students for Justice in Palestine, along with in the West Bank and Gaza, activists for Palestine on American college",palestine
"Our local community -- Jews, Muslims, Christians, and others committed to justice in Palestine -- spoke truth to power, and kept our grassroots",palestine
"PALESTINE, Texas (AP) — Six people were killed at a Texas campsite and a suspect has been arrested and charged in the weekend homicides, authorities said Monday. ",palestine
But it is perhaps the weaker demand prospects due in part to a slowing Chinese economy and fears over the economic impact of a potential US,economy
"Now, Microsoft MSFT 0.26% is adding service and support perks to make them an easier sell for big businesses. It now expects the latest",microsoft
"President Obama said on Sunday that the US and its international partners """"""will not relent"""""" in the fight against Islamic State and that the world",obama
President Obama discussed the global combat against Islamic State militants as the Association of Southeast Asian Nations (Asean),obama
U.S. President Barack Obama gestures while reacting to a question about U.S. politicians opposed to taking in Syrian refugees as he delivers,obama
"Capoeira 4 r""""fugi""""s, une organisation caritative bas""""e au Royaume-Uni qui met en """"uvre des projets en Syrie, en Palestine et en Jordanie,",palestine
"The eurozone economy can't achieve lift-off, it seems, despite a number of positive tail-winds. Official figures tomorrow are expected to show the si ",economy
"Sony continues to slowly increase its majority share, while Microsoft holds relatively steady and the Wii U slides quickly into market obscurity.",microsoft
"President Obama is sending a clear message to the world that he will travel to the climate change summit in Paris next week, describing the",obama
"Cybercrime is costing the Northern Ireland economy almost £100m a year, claims an accountancy firm. ",economy
[publication|646288]'One Card' in Palestine is an example of how WFP is creating meaningful partnerships. More and more governments and,palestine
The nation was forced to endure yet more pious prattling from President Obama this week who spent time berating Americans who are worried,obama
The opening of the Panama Canal locks is just one likely event in what promises to be an eventful year for the global economy.,economy
"The US economy cooled in the third quarter but underlying consumer demand remains strong as the Federal Reserve considers its first interest rate hike in nine years. In a positive sign, third-quarter growth mainly reflected solid consumer spending, which accounts for two-thirds of US output, as consumers found themselves with a lot more disposable income than in the second quarter. Consumer ",economy
"The moms of New Palestine High School football players know that feeling well, they say. The excitement, the tension and """""" win or lose """""" the",palestine
Microsoft's Future Decoded event starts Tuesday November 10th at the ExCel centre in London. Here are some of the key things to expect.,microsoft
"LONDON - The eurozone economy lost momentum in the third quarter, official figures showed Friday — a development that puts further pressure on the European Central Bank to stimulate growth more. ",economy
"On Tuesday, he will make his case in Washington to President Obama and then travel to Moscow with the same message for President",obama
"Microsoft announced that it will open new data centers in Germany in late 2016, in a bid to protect consumers' digital information from U.S",microsoft
"By Jim Acosta CNN KUALA LUMPUR, Malaysia (CNN) — This was not the overseas trip to Turkey and Asia that the White House had in mind. Instead of focusing primarily on his “pivot to Asia,” as his top aides planned, President Barack Obama spent much of this past week grappling with a mushrooming terrorist threat […] ",obama
"Meanwhile, Barack Obama, titular head of the free world, has responded to Paris with weariness and annoyance. His news conference in",obama
All of the economies of the region are oil importers and benefit from Kaczor said the GDP data did not indicate the economy was in need of,economy
The economy may be recovering but the president of the National Urban League says it's leaving too many neighborhoods behind. ,economy
"Russia, having challenged the current international political order, now faces sanctions. China, the greatest rising economic counterweight, has",economy
"Members of the National Women's Studies Association have voted to endorse the Palestinian call for boycott, divestment and sanctions (BDS)",palestine
"When it comes to US intelligence failures on ISIS, it turns out President Obama's dismissing the Islamic State as a """"""JV team"""""" was only a minor",obama
"The Russian economy took another slide in the third quarter, shrinking by 4.1% compared to the same period last year. ",economy
"Growth in the 19-nation eurozone slowed to 0.3 percent in the third quarter, official data showed on Friday, with the economy in powerhouse Germany cooling as France returned to expansion. The quarterly growth was below the analyst estimate of 0.4 percent for the period and will fuel speculation the European Central Bank will expand its vast stimulus programme next month. The Eurostat agency ",economy
"ARUNDEL woman Anne Alidina visited the Holyland in October 2013 and found inspiration from a nation battling injustice, which ignited a passion for Palestine and its people. ",palestine
"With California's economy on the rebound, the state's voters are slightly more upbeat than voters nationwide about their potential for a",economy
"RAMALLAH, (AA) """""" At least 700 Palestinian children between the ages of 11 and 17 have been arrested by the Israeli army this year, with more",palestine
Innovation in the Emerald City is being stoked by big names like Microsoft and Amazon. That's good news for entrepreneurs. ,microsoft
"Comment: The United Nations makes up ways to 'remember' Palestinian rights, while undermining them at every step, writes Ramona Wadi. ",palestine
"ANTALYA, Turkey (AP) — President Barack Obama on Monday conceded that the Paris terror attacks were a &quot;terrible and sickening setback&quot; in the fight against the Islamic State, but forcefully dismissed critics who have called for the U.S. to change or expand its military campaign against the extremists. ",obama
Microsoft is planning to launch its Lumia 950 and Lumia 950 XL handsets on November 20th. Windows Central reports that the Lumia 950 will,microsoft
"The """"""Gig Economy,"""""" or the on-demand """"""sharing"""""" economy, provides so many new ways for consumers to obtain the services they need, while",economy
"Washington's metro residents rate first in the nation: 50% of them have a bachelor's degree or higher. By generating higher incomes and,",economy
"Attkisson said, """"""I have talked to people who have worked in the Obama administration who firmly believe he has made up his mind. I would say",obama
"Microsoft will launch a fleet of data centres and a dedicated Azure cloud Future Decoded event in London, Microsoft CEO Satya Nadella said",microsoft
"Benchmarks indicate that it's not just faster than low end generic PCs, but also faster """""" and less expensive """""" than Microsoft's Surface Pro 4.",microsoft
"Analysis Microsoft stubbornly refuses to let go of making hardware, but now the reasons why CEO Satya Nadella has not followed his clear",microsoft
"In the Philippines for an Asia-Pacific Economic Cooperation summit, President Obama urged China to halt military activities on the disputed islands. ",obama
"MADA, the Palestinian center for development and media freedoms, on Sunday extremely condemned the closure of Dream Radio i n Hebron",palestine
"COP Debate Bush Rubio Fox Business Network, which is partnering with the Wall Street Journal on tonight's debate, promised it won't be a",economy
Secretary of State John Kerry is in Israel for talks with Israeli and Palestinian officials on ways to curb spiraling violence and restore security.,palestine
"Joe Scarborough blasted Barack Obama on Monday, insisting """"""he's radically out of step with where the American people are, where our allies",obama
"Hours after President Obama touched down in Manila on Tuesday, he toured a refurbished former U.S. frigate that is now the flagship of the Philippine navy and announced plans to give two more ships and other aid to Manila to help it patrol disputed islands in the South China Sea.Emerging from the ",obama
"Microsoft built a satellite imagery tool in 1990s only to dump it. This was revealed by Tom Barclay from Microsoft. As it happens, Microsoft built a",microsoft
"Driven by surging manufacturing across North America, the London region is enjoying a &quot;smoking hot&quot; economy, said a national economist in",economy
"But Obama lashed out at Republicans who called for a freeze in migration from its territories. This was not only bigoted the president said, but",obama
"Layla White, of London Palestine Action which organised the sit-down protest at the crossing between Oxford Street and Regent Street, said:",palestine
Software interprets feelings such as anger and even surprise by analysing still images. ,microsoft
"President Obama might have a little election 2016 envy. In a wide-ranging interview with GQ Magazine, Obama, a term-limited incumbent with only 14 months left in office, said it “would’ve been fun” to campaign against GOP presidential frontrunner Donald Trump. The comments, published on Tuesday, are similar to those Democratic frontrunner Hillary Clinton has made in the past about hoping to face ",obama
Malcolm Turnbull says his first talks with Indonesia's President Joko Widodo will centre on their mutual interest in growing economic,economy
"India’s underground economy is booming, and Finance Minister Arun Jaitley wants to keep it that way. ",economy
"Obama calls on China to halt land reclamation, new construction in South China Sea ",obama
(Photo : Andrew Burton/Getty Images) Microsoft has confirmed that it is unable to stop Windows 10 from automatically spying on its users.,microsoft
The Surface Book has presented an interesting conundrum for PC makers who ,microsoft
"KUALA LUMPUR - US President Barack Obama on Saturday condemned what he called the &quot;appalling&quot; jihadist hostage seige in Mali that left at least 27 people dead, including an American citizen. &quot;This barbarity only stiffens our resolve to meet this challenge,&quot; he said during a visit to Malaysia, referring to the global threat of extremist violence. ",obama
" Weather on Saturday is partially cloudy, with no significant change in temperature, according to the Palestinian Meteorological Department.",palestine
A new market report from the analysts at Futuresource indicates that despite the momentum of ,microsoft
Microsoft's beta tool guesses people's emotions through facial recognition software. How does that make you feel? Guardian. 13 november,microsoft
"British documentary photographer Rich Wiles has been based in Palestine for many years. His work explores notions of home, identity,",palestine
"U.S. President Barack Obama’s speech at the Asia-Pacific Economic Cooperation (Apec) CEO Summit on Wednesday drew various reactions from various environmental and climate activists. They say Obama’s speech, which underscored the need to act now to prevent the worst effects of climate change “before it is too late,” is much ",obama
It wasn't long ago that Microsoft entertained and horrified us all with software that could tell you how old you looked in your Facebook photos. Now the tech giant has developed an app that supposedly analyses facial expressions. ,microsoft
"HoloLens is unquestionably one of the most exciting pieces of hardware being developed by Microsoft at the moment. The augmented reality system, or &quot;untethered holographic computer&quot; as the software giant refers to it, was first announced a year ago, but since then there’s been no word on when we can actually expect to see it. Today, however, Microsoft announces a Development Edition which is now ",microsoft
"A former Cambridge academic told an Israeli teenager she would answer her questions about horses “when there is peace and justice for Palestinians in Palestine” and later doubled down on her comments, telling the Jewish Chronicle that “Jews have become the Nazis.” ",palestine
"President Obama, singing """"""Amazing Grace"""""" during his eulogy of the Rev. Clementa Pinckney of South Carolina. A clip will be featured on",obama
"The global economy risks protracted “sub-par growth,” the IMF warned on Thursday, as economists continue slicing their forecasts. ",economy
"Boomers were lucky enough to work at a time when the U.S. job market was healthier. As a result, they saw their real income increase much",economy
President Barack Obama is launching a version of ,obama
Sen. Ted Cruz of Texas argued Monday that one line from President Barack Obama encapsulated both Obama's foreign policy and that of his former secretary of,obama
"Reaching """"""totally new audiences"""""" was one of the top five media and OTT strategies and business models outlined by Microsoft executive Tony",microsoft
"&quot;Today within these 17 months, India has marked its name in the whole world, including big nations, among the fast developing economies,&quot;",economy
The Dell XPS 12 is in the running for my next 2-in-1 computer purchase because it brings many of the positive aspects of Microsoft's Surface,microsoft
"MANILA, Philippines (AP) — President Barack Obama vowed Thursday to work &quot;meticulously&quot; with Congress to try to close the Guantanamo Bay detention center, and said he saw no reason for the Paris attacks to derail his long-planned push to make good on an unfulfilled campaign promise. ",obama
"Assad's presidency looks likely to outlast Barack Obama's. As the United States has turned its attention to defeating the Islamic State group,",obama
Palestine will host Saudi Arabia in a World Cup qualifier in Al-Ram next month after FIFA approved security guarantees from the Palestinian,palestine
"In 2003, six-year-old Mahmoud Najaira was left with a severe facial deformity after being involved in a run-over accident in his home country, Palestine. Today, the now 18-year-old arrives in Dubai to undergo medical treatment that will change his life. ",palestine
"BEIJING""""""The closed-door meeting of some of China's most powerful economic mandarins this fall was getting tense. Their boss, President Xi",economy
"Microsoft is delivering its cloud services, including Azure, Office 365 and Dynamics CRM Online from two new datacenter regions in Germany,",microsoft
Microsoft's chief executive reveals plans to build two UK data centres to help it bid for government contracts. ,microsoft
"The Roadmap to Shared Prosperity wound its way to Ontario today for first day of the 2015 California Economic Summit, as more than 400 civic",economy
"There are many institutions and industries which, if revamped, can offer jobs to the youth and also increase the country's gross domestic",economy
Ms. Silva's struggle to maintain her standard of living amid rising prices shows how a spiraling economic crisis has pushed Brazil's emerging,economy
"The gig economy, the platform economy, the networked economy, the sharing economy, the on-demand economy, the peer economy, the",economy
The recent naive commentary regarding the situation in Israel-Palestine incorrectly simplifies the reasons for the current violence. The two,palestine
"Microsoft is pitching its software and cloud data storage to law enforcement agencies. Researchers say that using data to find crime patterns can help stop burglaries, but using data analysis to 'predict' violent crimes is highly problematic. ",microsoft
President Barack Obama said Sunday it is important not to give terrorists like ISIS credibility that they are &quot;doing something important.&quot;,obama
"PALESTINE, Texas — A Texas woman told police she hid as a man who earlier had drinks with her family at a campsite shot four of her relatives in the woods, then killed her husband and daughter in a camper. According to an arrest affidavit filed by the Anderson County Sheriff’s Department and obtained […] ",palestine
"As the prospects of the UK services and manufacturing industries continue to diverge, the government's plans to rebalance the UK economy",economy
ISLAMIC State militants have released a chilling video threatening to unleash a wave of suicide bombings on the US and lead Barack Obama,obama
"Microsoft will patch Windows 10 today, but wait until Thursday to release the first feature upgrade for the OS. ",microsoft
"WASHINGTON """""" President Obama and his French counterpart, Francois Hollande, will meet Tuesday to discuss revamped efforts to defeat the",obama
"The focus of this debate is the economy. Ben Carson could face some tough questions tonight about his past, and two candidates are vying for",economy
"""""""The Israeli army has detained 700 Palestinian children and minors from the occupied East Jerusalem and the West Bank since the beginning",palestine
"New Zealand, an elected member of the UN Security Council, attempted recently to prod the Council into action in the Middle East. As violence",palestine
"When President Obama hosts French President Francois Hollande on Tuesday, he'll have more on his agenda than demonstrating solidarity",obama
"To offer the absolute best of both, Google need to follow Microsoft's lead, but more than that they are in a position to beat Microsoft at their own",microsoft
"I recently became the proud owner of a new Microsoft Surface Pro 3. In addition to the tablet, I also got a Type Cover for a complete experience.",microsoft
"From Australia to Zambia, Chile to Indonesia, the pain of China's sharp economic slowdown is being felt in the form of depressed commodity",economy
Figures for the month show retail sales in China saw their highest rise this year while industrial production grew less than expected. ,economy
"That's a question Barack Obama's national security advisers have grappled with for months, if not years, as I understand from conversations",obama
"Microsoft Cortana """""" the virtual assistant that picks the outright winner of every NFL game on Bing """""" had a nice Week 7, going 10-4.",microsoft
"If you're a developer, today's the day Microsoft is making good on its mixed-reality promise. Pre-orders for HoloLens, the company's augmented-reality Windows 10 headset, are now live. Invites to purchase the $3,000 device will begin to hit the inbox ",microsoft
" Microsoft Corp plans to open data centers in Germany in partnership with Deutsche Telekom AG, offering cloud storage to European businesses keen to safeguard their data from U.S. surveillance. The services will be available in the second half of 2016 to customers in the 28 countries of the European Union and the four members of the European Free Trade Association, Microsoft said on Wednesday. ",microsoft
"On Wednesday, Microsoft continued its neutral approach toward cloud storage providers by partnering with Box, which has launched its own universal app for Windows 10. ",microsoft
"Microsoft also unveiled a virtual reality head set titled the HoloLens, a phone titled the Lumia 950, a tablet titled the Surface Pro 4 and a",microsoft
