idx,sentence,label
3959,see a better thriller ,0
3960,", it drags ",0
3961,that was ushered in by the full monty and is still straining to produce another smash ,0
3962,reduces wertmuller 's social mores and politics to tiresome jargon ,0
3963,the feel of poetic tragedy ,0
3965,"lack depth or complexity , ",0
3969,be smarter than any 50 other filmmakers still ,0
3973,"-- farts , boobs , unmentionables -- ",0
3974,future lizard endeavors will need to adhere more closely to the laws of laughter ,0
3975,"it 's also built on a faulty premise , one it follows into melodrama and silliness . ",0
3977,degenerates ,0
3978,"has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting ",0
3983,the problems with the film ,0
3984,"analyze this , not ",0
3987,sounds like horrible poetry ,0
3990,kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business . ,0
3993,most charmless ,0
3997,befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject ,0
3999,"a dull girl , ",0
4003,"we only know as an evil , monstrous lunatic ",0
4004,the cumulative effect of the movie is repulsive and depressing . ,0
4007,make fun of me for liking showgirls ,0
4011,mediocre ,0
4013,"to see this turd squashed under a truck , preferably a semi ",0
4014,bore that tends to hammer home every one of its points ,0
4018,"no solace here , no entertainment value ",0
4021,is confused in death to smoochy into something both ugly and mindless . ,0
4022,get lost in the murk of its own making ,0
4023,woozy ,0
4024,"is its reliance on formula , though ",0
4028,"weighted down with slow , uninvolving storytelling and flat acting . ",0
4029,why did they deem it necessary to document all this emotional misery ? ,0
4031,our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender -- and ,0
4033,been there done that ,0
4034,"contrived , awkward and filled with unintended laughs ",0
4036,in a dead-end existence ,0
4037,"talky , artificial and opaque ... an interesting technical exercise ",0
4038,the painstaking ,0
4039,the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ,0
4040,you 'll regret ,0
4043,a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds ,0
4051,well-crafted letdown . ,0
4052,puts enough salt into the wounds of the tortured and self-conscious material ,0
4057,flailing reputation ,0
4058,"might have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) . ",0
4060,just is n't very funny . ,0
4062,their lamentations are pretty much self-centered ) ,0
4064,'s exactly the kind of movie toback 's detractors always accuse him of making . ,0
4070,it 's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere . ,0
4073,adams just copies from various sources -- ,0
4076,"the problem with the mayhem in formula 51 is not that it 's offensive , but that it 's boring . ",0
4083,"a brazil-like , hyper-real satire ",0
4085,not the craven of ' a nightmare ,0
4086,"its brain is a little scattered -- ditsy , even . ",0
4089,movie dawdle ,0
4090,those of you who are not an eighth grade girl will most likely doze off during this one . ,0
4092,stay away ,0
4093,"gets under your skin and , some plot blips ",0
4095,hard time ,0
4097,"it wo n't hold up over the long haul , ",0
4101,will likely set the cause of woman warriors back decades ,0
4103,genuinely unnerving ,0
4104,"that not only would subtlety be lost on the target audience , ",0
4105,cheap-looking ,0
4106,"a markedly inactive film , city is conversational bordering on confessional . ",0
4107,the whole thing never existed ,0
4109,big fat pain . ,0
4111,and crude storyline ,0
4112,"the film ... it was the unfulfilling , incongruous , `` wait a second ",0
4115,far-flung ,0
4117,transparent attempts ,0
4118,feel sorry for mick jagger 's sex life ,0
4120,it feels accidental ,0
4121,be said to squander jennifer love hewitt ,0
4123,"presents nothing special and , until the final act , nothing overtly disagreeable ",0
4125,"you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together ",0
4127,inadequate ,0
4130,"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness ",0
4131,gang ,0
4134,virtually nothing to show ,0
4135,the hackneyed story ,0
4137,", dumb ",0
4138,veiling tension ,0
4140,justify his exercise ,0
4143,"pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference ",0
4144,work the words `` radical '' or `` suck '' ,0
4148,is they have a tendency to slip into hokum . ,0
4149,", luridly colored , uni-dimensional nonsense machine ",0
4154,actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode ,0
4156,sympathizing with terrorist motivations ,0
4157,a chore to sit through -- despite some first-rate performances by its lead ,0
4163,chuckles ,0
4164,amounts to little more than punishment ,0
4166,like mike is a slight and uninventive movie ,0
4167,"'ve seen ( eddie ) murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed ",0
4173,sinks into by-the-numbers territory ,0
4175,"at one man 's downfall , brought about by his lack of self-awareness ",0
4176,men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic ,0
4177,about one in three gags in white 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook . ,0
4182,on both sides it falls short ,0
4184,does n't have all the answers ,0
4185,the first actor to lead a group of talented friends astray ,0
4186,seems to have dumped a whole lot of plot in favor of ... outrageous gags ,0
4187,the filmmaker would disagree ,0
4188,connection or identification frustratingly ,0
4190,turned out to be a one-trick pony ,0
4193,rules expecting a slice of american pie hijinks starring the kid from dawson 's creek ,0
4194,short running ,0
4195,"fake , dishonest ",0
4197,then you 're in for a painful ride . ,0
4198,"director hoffman , his writer and kline 's agent should serve detention ",0
4199,inspired '' was a lot funnier ,0
4200,can do even more damage ,0
4201,"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing ",0
4205,an exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound . ,0
4206,"guy gets girl , guy loses girl , audience falls asleep . ",0
4207,'s so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer ,0
4208,feels as if everyone making it lost their movie mojo ,0
4209,you do n't care who fires the winning shot ,0
4211,better described as a ghost story gone badly awry . ,0
4214,"mind crappy movies as much as adults , ",0
4217,too many films ,0
4218,"banal , virulently unpleasant excuse ",0
4221,"the film never rises above a conventional , two dimension tale ",0
4225,the none-too-original premise ,0
4226,once ice-t sticks his mug in the window of the couple 's bmw and begins haranguing the wife in bad stage dialogue ,0
4229,barney 's crushingly self-indulgent spectacle ,0
4230,"to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television ",0
4231,did n't care . ,0
4232,precocious ,0
4233,dog soldiers does n't transcend genre ,0
4235,the power-lunchers do n't care to understand ,0
4241,the proverbial paint dry ,0
4243,bad and ,0
4244,ticks off kahlo 's lifetime milestones with the dutiful precision of a tax accountant ,0
4246,( ,0
4248,"the good and different idea ( of middle-aged romance ) is not handled well and , except for the fine star performances , there is little else to recommend `` never again . '' ",0
4249,for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance ,0
4252,the only thing to fear about `` fear dot com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film . ,0
4253,personal tragedy and ,0
4255,repetitive ,0
4258,the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children ,0
4261,they could have been in a more ambitious movie ,0
4262,hard to be emotional ,0
4263,as a pink slip ,0
4270,anyone who has ever suspected hollywood of being overrun by corrupt and hedonistic weasels ,0
4273,"there 's not enough substance here to sustain interest for the full 90 minutes , especially with the weak payoff ",0
4277,though it lacks the utter authority of a genre gem ,0
4279,that it churns up not one but two flagrantly fake thunderstorms to underscore the action ,0
4282,"incompetent , incoherent or just plain crap ",0
4284,imitation movie ,0
4285,let the subtitles fool you ,0
4286,a morbid one ,0
4287,'s a shame that the storyline and its underlying themes ... finally seem so impersonal or even shallow ,0
4291,tiresome as 9 ,0
4293,a plot that crawls along at a snail 's pace ,0
4295,the bottom tier of blaxploitation flicks ,0
4296,its awkward structure and a final veering ,0
4301,a confusing drudgery . ,0
4302,sitting through this one ,0
4303,"it 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one . ",0
4304,"dong never pushes for insights beyond the superficial tensions of the dynamic he 's dissecting , ",0
4305,is that it is one that allows him to churn out one mediocre movie after another . ,0
4308,possibly the worst film ,0
4310,confusing ,0
4312,a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over ,0
4316,'s hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone ,0
4318,this distinguished actor would stoop so low ,0
4319,"this sloppy , made-for-movie comedy special ",0
4321,'s far from a groundbreaking endeavor ,0
4322,probably because it 's extremely hard to relate to any of the characters ,0
4324,that 's been done before ,0
4325,"chomp on jumbo ants , pull an arrow out of his back , and ",0
4329,hollywood fluff ,0
4330,manipulative ,0
4338,even the filmmakers did n't know what kind of movie they were making ,0
4340,"is n't heated properly , ",0
4343,"that if the video is n't back at blockbuster before midnight , you 're going to face frightening late fees ",0
4344,"is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness . ",0
4345,", hollywood is sordid and disgusting . ",0
4346,stuffing himself into an electric pencil sharpener ,0
4349,is sickly entertainment at best and mind-destroying cinematic pollution at worst ,0
4350,downright creepy ,0
4351,a limp eddie murphy ,0
4353,", lacks fellowship 's heart ",0
4355,obnoxious and didactic burlesque ,0
4361,bad bluescreen ,0
4362,empathy and pity fogging up the screen ... ,0
4363,cheapen ,0
4364,to begrudge anyone for receiving whatever consolation ,0
4366,who sadly are at hostile odds with one another through recklessness and retaliation ,0
4371,the paper-thin characterizations ,0
4372,takes big bloody chomps out ,0
4376,"laughably , irredeemably awful . ",0
4382,pile too many `` serious issues '' ,0
4388,one big excuse to play one lewd scene after another ,0
4389,watered down ,0
4393,"the jokes are flat , ",0
4394,the director 's many dodges and turns add up to little more than a screenful of gamesmanship that 's low on both suspense and payoff . ,0
4396,grab your kids and run and then probably call the police ,0
4397,sitcom-worthy solutions ,0
4399,plotting and mindless ,0
4405,"though tom shadyac 's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance . ",0
4407,"than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run ",0
4408,"insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . ",0
4412,", why bother with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ? ",0
4414,doze off during this one ,0
4417,"expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape ",0
4418,"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad ",0
4419,buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled mr. chips off the old block ,0
4420,baseball movies that try too hard to be mythic ,0
4421,nights feels more like a quickie tv special than a feature film ,0
4423,by its own pretentious self-examination ,0
4424,"it is most of the things costner movies are known for ; it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it . ",0
4425,turmoil ,0
4426,long-faced sad sack ,0
4428,a rude black comedy ,0
4429,pushing the jokes at the expense of character until things fall apart ,0
4435,marinated in clichés and mawkish dialogue . ,0
4436,sickeningly ,0
4438,"the irksome , tiresome nature of complacency ",0
4440,plays like a tired tyco ad . ,0
4442,sketchy characters and immature provocations can fully succeed at cheapening it . ,0
4445,is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes ,0
4446,makes the grade as tawdry trash . ,0
4447,hartley created a monster but did n't know how to handle it . ,0
4449,turns numbingly dull-witted and disquietingly creepy . ,0
4450,pill to swallow ,0
4451,'s about as overbearing and over-the-top as the family it ,0
4453,"is listless , witless , and devoid of anything resembling humor ",0
4454,too clear ,0
4460,"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining . ",0
4465,bad taste ,0
4466,the only young people who possibly will enjoy it ,0
4467,"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and ",0
4468,career - kids = misery ) ,0
4469,"a bad premise , just ",0
4470,nothing more or less than an outright bodice-ripper ,0
4471,recite some of this laughable dialogue ,0
4473,it 's a mystery how the movie could be released in this condition . ,0
4477,laughs are lacking ,0
4485,"'ll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget . ",0
4487,meaningless ,0
4488,that it 's almost worth seeing because it 's so bad ,0
4493,take a complete moron to foul up a screen adaptation of oscar wilde 's classic satire ,0
4494,same old garbage ,0
4495,the near-fatal mistake of being what the english call ` too clever by half ,0
4496,but filmmaker yvan attal quickly writes himself into a corner ,0
4499,"skip this dreck , rent animal house ",0
4500,is that it goes nowhere ,0
4502,the most resolutely unreligious parents ,0
4505,"goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography ",0
4506,'n safe as to often play like a milquetoast movie of the week blown up for the big screen . ,0
4509,fails to fascinate ,0
4511,"common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha . ",0
4513,sink this ` sub ' ,0
4515,a disappointingly thin slice of lower-class london life ; despite the title ... ,0
4517,enough sardonic ,0
4519,seem to have been conjured up only 10 minutes prior to filming ,0
4520,that seagal 's overweight and out of shape ,0
4521,ca n't rescue brown sugar from the curse of blandness . ,0
4522,in a bid to hold our attention ,0
4523,it becomes a chore to sit through -- despite some first-rate performances by its lead ,0
4524,of our most conservative and hidebound movie-making traditions ,0
4527,ditsy ,0
4532,you feel like a chump ,0
4534,self-flagellation ,0
4538,corny dialogue and preposterous moments ,0
4544,help this movie one bit ,0
4545,the rock on a wal-mart budget ,0
4548,so aggressively cheery ,0
4549,cut their losses -- and ours -- and ,0
4551,bewilderingly ,0
4556,frustrating ,0
4558,"but the cinematography is cloudy , the picture making becalmed . ",0
4559,do n't know what she 's doing in here ,0
4563,"a movie , a vampire soap opera that does n't make much ",0
4565,as mushy as peas ,0
4567,these were more repulsive than the first 30 or 40 minutes ,0
4569,incoherence and sub-sophomoric ,0
4570,a film centering on a traditional indian wedding in contemporary new delhi may not sound like specialized fare ,0
4571,would n't make trouble every day any better ,0
4572,a grouchy ayatollah in a cold mosque ,0
4574,into a deadly bore ,0
4579,"while the story is better-focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle . ",0
4583,", the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about . ",0
4586,thinking of 51 ways to leave this loser ,0
4590,to have dumped a whole lot of plot in favor of ... outrageous gags ,0
4595,seem less of a trifle if ms. sugarman followed through on her defiance of the saccharine ,0
4597,"has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release . ",0
4598,befuddling ,0
4604,"well , it probably wo n't have you swinging from the trees hooting it 's praises , ",0
4605,a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny ,0
4614,fear dot com is more frustrating than a modem that disconnects every 10 seconds . ,0
4615,"off the hook is overlong and not well-acted , but credit writer-producer-director adam watstein with finishing it at all . ",0
4616,a movie that harps on media-constructed ` issues ' ,0
4617,"thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies ",0
4619,so primitive in technique ,0
4621,some of the more overtly silly dialogue would sink laurence olivier ,0
4624,the skills of a calculus major at m.i.t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,0
4626,groan ,0
4627,'s also too stupid ,0
4629,`` how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '' ,0
4633,obvious or self-indulgent ,0
4634,dated and unfunny ,0
4635,a slow death ,0
4636,impassive a manner ,0
4639,has no point and ,0
4643,stick to his day job ,0
4644,every joke is repeated at least four times . ,0
4654,is how so many talented people were convinced to waste their time ,0
4656,"is almost completely lacking in suspense , surprise and consistent emotional conviction ",0
4658,"the characters seem one-dimensional , ",0
4660,does little that is actually funny with the material ,0
4661,most frightening ,0
4662,it 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead . ,0
4666,"constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ",0
4668,around any scenes that might have required genuine acting from ms. spears ,0
4676,a decomposition ,0
4677,"feels impersonal , almost generic ",0
4682,pained ,0
4683,lost his touch ,0
4684,is too long with too little going on . ,0
4685,is n't an ounce of honest poetry in his entire script ,0
4686,", accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc. . ",0
4693,"it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating ",0
4698,aged past his prime ,0
4699,the film is hampered by its predictable plot and paper-thin supporting characters . ,0
4700,"hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes . ",0
4702,its own clichés ,0
4703,"a question for philosophers , not filmmakers ; ",0
4704,"there may have been a good film in `` trouble every day , '' but it is not what is on the screen ",0
4705,the first lousy guy ritchie imitation ,0
4707,occasion ,0
4709,concept doofus ,0
4713,a rote exercise in both animation and storytelling ,0
4714,( and fairly unbelievable ) finale ,0
4715,only scratches the surface ,0
4721,"'s also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires . ",0
4722,... bibbidy-bobbidi-bland . ,0
4724,"follow the same blueprint from hundreds of other films , ",0
4725,"memorable for a peculiar malaise that renders its tension flaccid and , ",0
4726,"a dull , inconsistent , dishonest female bonding picture . ",0
4727,might try paying less attention to the miniseries and more attention to the film it is about . ,0
4728,"director george hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place . ",0
4730,bargain-basement special ,0
4731,"no wit , only labored gags ",0
4735,look at a slice of counterculture that might be best forgotten ,0
4736,a questionable kind of inexcusable dumb innocence ,0
4741,it 's one of the worst of the entire franchise . ,0
4742,this three-hour endurance test ,0
4747,like a bunch of talented thesps slumming it ,0
4754,that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened ,0
4755,"helped give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears ",0
4756,gaping plot holes sink this ` sub ' ,0
4758,"there 's an excellent 90-minute film here ; unfortunately , it runs for 170 . ",0
4759,"is ) the comedy equivalent of saddam hussein , ",0
4760,ominous mood and tension ,0
4763,hold onto what 's left of his passe ' chopsocky glory ,0
4764,want a real movie ,0
4770,soulless techno-tripe ,0
4773,of continuity errors ,0
4775,sent back to the tailor for some major alterations ,0
4776,"none of the crackle of `` fatal attraction '' , `` 9 1/2 weeks '' , ",0
4777,is left slightly unfulfilled ,0
4781,the poor quality of pokemon 4 ,0
4785,the story and ensuing complications are too manipulative ,0
4788,a barf bag ,0
4792,"sporadic bursts of liveliness , some so-so slapstick ",0
4795,cliched ,0
4799,the story has some nice twists but the ending and some of the back-story is a little tired . ,0
4800,too many tried-and-true shenanigans ,0
4801,seem more like medicine ,0
4804,a bump on the head ,0
4807,ultimately fails ,0
4808,"the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid ",0
4810,"it 's a sad , sick sight ",0
4814,feel like a short stretched out to feature length ,0
4815,a recycled and dumbed-down version ,0
4820,a cold-hearted curmudgeon for not being able to enjoy a mindless action movie ,0
4824,by 86 minutes of overly-familiar and poorly-constructed comedy ,0
4826,loosely tied ,0
4828,which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again ,0
4829,"rushed , slapdash , sequel-for-the-sake - ",0
4830,"except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ",0
4834,feels the dimming of a certain ambition ,0
4835,"is a much better mother-daughter tale than last summer 's ` divine secrets of the ya-ya sisterhood , ' but that 's not saying much ",0
4837,"yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling ",0
4840,bomb ,0
4841,"no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul malik abbott and ernest ` tron ' anderson , seems entirely improvised ",0
4842,skip the film and ,0
4849,that stubbornly refused to gel ,0
4850,"has an ambition to say something about its subjects , but not a willingness . ",0
4851,"it 's definitely not made for kids or their parents , for that matter , and i think even fans of sandler 's comic taste may find it uninteresting . ",0
4852,all the bad things ,0
4858,from ever reaching the comic heights it obviously desired ,0
4859,"are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels ",0
4860,is laughingly ,0
4863,hate the feeling of having been slimed in the name of high art . ,0
4868,like a fish that 's lived too long ,0
4873,"it 's a big idea , but the film itself is small and shriveled ",0
4884,he 's been responsible for putting together any movies of particular value or merit ,0
4886,nothing original in the way of slapstick sequences ,0
4889,'s no rooting interest ,0
4890,forgettable ,0
4892,downright comically evil ,0
4893,preachy and clichéd ,0
4898,dampened by a lackluster script and substandard performances ,0
4901,the film suffers from a philosophical emptiness and maddeningly sedate pacing . ,0
4903,the movie slides downhill as soon as macho action conventions assert themselves . ,0
4906,very stupid and annoying ,0
4907,it wears its heart on the sleeve of its gaudy hawaiian shirt . ,0
4910,"undermined by the movie 's presentation , which is way too stagy ",0
4911,i wo n't be sitting through this one again ,0
4913,put through torture for an hour and a half ,0
4914,a stale copy of a picture that was n't all that great to begin with ,0
4917,the movie is without intent . ,0
4919,", the four feathers comes up short ",0
4924,done-to-death material ,0
4925,bad people ,0
4928,donovan ... squanders his main asset ,0
4929,rude and ,0
4930,stink bomb . ,0
4931,"i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign . ",0
4934,"much meandering , norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , hopkins looks like a drag queen ",0
4935,"strip it of all its excess debris , ",0
4936,i wish it would have just gone more over-the-top instead of trying to have it both ways . ,0
4937,its pretensions ,0
4938,throw smoochy from the train ! ,0
4939,"loosely speaking , we 're in all of me territory again , and , strictly speaking , schneider is no steve martin ",0
4941,"dull , ",0
4942,work that lacks both a purpose and a strong pulse ,0
4943,triteness ,0
4944,evaporates like so much crypt mist in the brain ,0
4949,"with such a rah-rah , patriotic tone ",0
4950,unpleasantly ,0
4951,if the laborious pacing and endless exposition had been tightened ,0
4952,a return ticket ,0
4953,hardened indie-heads ,0
4954,"a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless ",0
4955,takes to describe how bad it is ,0
4957,movie rapes ,0
4965,a better satiric target ,0
4969,the execution is pretty weary ,0
4973,will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ,0
4975,no palpable chemistry ,0
4976,'s just hard to believe that a life like this can sound so dull ,0
4977,uncreative ,0
4983,can not engage ,0
4986,as visually bland ,0
4987,look at the list of movies starring ice-t in a major role ,0
4988,this somewhat tired premise ,0
4990,limps along ,0
4995,excruciatingly unfunny and ,0
5000,entirely stale concept ,0
5002,wobbly premise work ,0
5003,drifts aimlessly ,0
5005,is an uneven film for the most part ,0
5006,does n't have enough innovation or pizazz to attract teenagers ,0
5007,of the upper class almost as much as they love themselves ,0
5009,a cold movie ,0
5010,hard-sell image-mongering ,0
5012,story for those intolerant of the more common saccharine genre ,0
5013,lie ,0
5014,", its true colors come out in various wet t-shirt and shower scenes . ",0
5017,"has been , pardon the pun , sucked out and replaced by goth goofiness . ",0
5018,", remote , emotionally distant piece ",0
5019,crime drama ,0
5020,"'s simply stupid , irrelevant and deeply , truly , bottomlessly cynical . ",0
5023,may sound like it was co-written by mattel executives and lobbyists for the tinsel industry . ,0
5024,"a faulty premise , one it follows into melodrama and silliness ",0
5025,", the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues . ",0
5028,"for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped . ",0
5032,the shameless self-caricature of ` analyze this ' ( 1999 ) and ,0
5033,forget its absurdity . ,0
5035,mind-numbing indifference ,0
5036,ambition but no sense of pride or shame ,0
5037,"the movie 's major and most devastating flaw is its reliance on formula , though ",0
5038,a crucial third act miscalculation ,0
5039,the dubious distinction of being a really bad imitation of the really bad blair witch project ,0
5040,a rambling ensemble piece with loosely connected characters and plots that never quite gel ,0
5043,value whatsoever ,0
5045,", cletis tout might inspire a trip to the video store -- in search of a better movie experience . ",0
5049,ripoff ,0
5050,is long on narrative and ( too ) short ,0
5051,hastily written ,0
5052,has some problems ,0
5056,a fifty car pileup of cliches ,0
5057,'re struggling to create . ,0
5060,"improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary ",0
5061,highly uneven and inconsistent ,0
5064,overladen with plot conceits ,0
5065,assaults on america 's knee-jerk moral sanctimony ,0
5066,into clichés ,0
5069,"is one big , dumb action movie . ",0
5070,must be the end of the world ,0
5072,"leave the same way you came -- a few tasty morsels under your belt , but no new friends . ",0
5075,is instead a cheap cliché ,0
5079,jams too many prefabricated story elements ,0
5080,"is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be ",0
5081,in the same old story ,0
5084,frozen tundra soap opera ,0
5089,showtime 's uninspired send-up of tv cop show cliches ,0
5094,feeble comedy ,0
5096,michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously . ,0
5097,have bitterly forsaken ,0
5098,"deep down , i realized the harsh reality of my situation : i would leave the theater with a lower i.q. than when i had entered . ",0
5104,"rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative . ",0
5106,has all the values of a straight-to-video movie ,0
5110,"plays like a bad soap opera , with passable performances from everyone in the cast ",0
5111,"dragon loses its fire midway , nearly flickering out by its perfunctory conclusion . ",0
5114,thoroughly awful ,0
5120,irritating ,0
5121,dopey ,0
5122,", one is left with a sour taste in one 's mouth , and little else . ",0
5125,dullard ,0
5129,"instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who 's apparently been forced by his kids to watch too many barney videos . ",0
5130,"about being subjected to farts , urine , feces , semen , or any of the other foul substances ",0
5132,is that it jams too many prefabricated story elements into the running time ,0
5133,snide and prejudice ,0
5137,was n't at least watchable ,0
5138,"sadly , as blood work proves , that was a long , long time ago . ",0
5142,"'s fairly lame , making it par for the course for disney sequels . ",0
5143,this movie plays like an extended dialogue exercise in retard 101 . ,0
5144,expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup . ,0
5145,almost as offensive ,0
5155,"with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is . ",0
5156,too little excitement and zero compelling storyline ,0
5157,flaws ,0
5158,that 's peppered with false starts and populated by characters who are nearly impossible to care about ,0
5159,a re-hash of the other seven films ,0
5161,noticeably less energy and imagination ,0
5162,"there 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish . ",0
5165,collapses into an inhalant blackout ,0
5169,the best advice is : ` scooby ' do n't . ,0
5171,"much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present ",0
5172,serve no other purpose ,0
5173,both overplayed and exaggerated ,0
5176,a fairly harmless but ultimately lifeless feature-length afterschool special . ,0
5177,easy to make such a worthless film ,0
5179,so crass ,0
5180,about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length ,0
5181,'s nowhere near as exciting as either . ,0
5182,precious little of either ,0
5185,be as bored watching morvern callar ,0
5190,"big , fat , dumb ",0
5191,"spreads itself too thin , ",0
5192,a rumor of angels should dispel it . ,0
5193,what might have emerged as hilarious lunacy in the hands of woody allen or mel brooks ( at least during their '70s heyday ) comes across as lame and sophomoric in this debut indie feature . ,0
5196,"'s the element of condescension , ",0
5197,from a college comedy that 's target audience has n't graduated from junior high school ,0
5198,better off staying on the festival circuit ,0
5200,"is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous . ",0
5203,a fan of the phrase ` life affirming ' because it usually means ` schmaltzy ,0
5204,beaten to a pulp in his dangerous game ,0
5205,staggeringly dreadful romance . ,0
5207,into a future they wo n't much care about ,0
5208,it is n't much fun . ,0
